,name,tel,address
685,부산명지점,051-271-0055,부산광역시 강서구  명지오션시티4로 90 102호 (명지동)
686,부산명륜점,051-553-5539,"부산광역시 동래구  명륜로 206 , 1층"
687,부산망미점,051-752-9495,부산광역시 수영구 과정로41번길 45 (부산광역시 수영구 망미동 445-2)
688,부산만덕점,051-334-2313,"부산광역시 북구  만덕2로44번길72, 106동 106호"
689,부산동삼점,051-403-4008/051-405-4008,부산광역시 영도구  동삼로 79
690,부산덕포점,051-305-5592,부산광역시 사상구  삼덕로 72-1
691,부산덕천점,051-332-9492,부산광역시 북구 덕천1동 408-18번지
692,부산대연점,051-636-9284,부산광역시 남구  못골로41번길 13
693,부산대신점,051-255-9492,부산광역시 서구 서대신동3가 279-14번지 2통 4반
694,부산당리점,051-202-8294,부산광역시 사하구  다대로 4
695,부산당감점,051-893-9592,부산광역시 부산진구  당감서로 118-1
696,부산다대점,051-266-8294,부산광역시 사하구 다대1동 933-12번지
697,부산남항점,051-414-9482,부산광역시  영도구   절영로93번길 25-1
698,부산남천점,051-622-9492,"부산광역시 수영구 (남천동) 수영로408번길 65, 상가동 2호"
699,부산남산점,051-513-9992,부산광역시 금정구  남산로37번길 60
700,부산낙민점,051-529-9482,"부산광역시 동래구 안남로 69, 1층"
701,부산기장점,051-722-9590,부산광역시 기장군 기장읍 차성동로 161
702,부산금곡점,051-361-8294,부산광역시 북구  효열로 207(금곡동)
703,부산구포점,051-334-3236,부산광역시 북구  시랑로7번길 4
704,부산구서점,051-582-9922,부산광역시 금정구 구서2동 184-23번지
705,부산괴정점,051-292-9982,부산광역시 사하구 괴정동 929번지
706,부산괴정2호점,051-205-8294,부산광역시 사하구  사리로 42
707,부산거제점,051-503-9289,"부산광역시 연제구 중앙대로 1167, 105호"
708,부산개금점,051-898-9592,부산광역시 부산진구 개금3동 470-8번지
709,부산감천점,051-202-9797,부산광역시 사하구  감천로 69
710,부산감전점,051-311-5999,"부산광역시 사상구  괘감로 108-1, 1층"
711,부산감만점,051-637-0011,부산광역시 남구  우암로 79번길 1
712,부산가야점,051-896-9477,부산광역시 부산진구  가야대로 552번길 135
713,부개2동점,032-507-9294,인천광역시 부평구 부개동 124-51번지
714,봉일천점,031-946-9992,경기도 파주시 조리읍 봉일천리 142-3번지
715,봉동점,063-262-5094,전라북도 완주군 봉동읍 완주산단8로 24
716,봉담1호점,031-227-9797,"경기도 화성시 봉담읍 상봉길 31, 지맨프라자 120호,124호"
717,본오2동점,031-406-9294,경기도 안산시 상록구  본오로9길 6
718,본동월성2동점,053-521-9492,"대구광역시 달서구 와룡로5길11,1층(본동)"
719,복대개신점,043-268-9294,"충청북도 청주시 흥덕구  풍산로147번길 1, 1층 103호"
720,보성읍점,061-852-9956,전라남도 보성군 보성읍 중앙로96-1
721,보령동대점,041-931-0601,충청남도 보령시 동대동 476-4번지
722,보라매점,02-877-8982,"서울특별시 관악구  보라매로3길 3 , 1,2층"
723,병점2동점,031-234-6633,"경기도 화성시  병점2로 65,  107호(병점동, 우남프라자)"
724,별내2호점,031-527-7788,경기도 남양주시 별내3로 249 상가동 107호 (별내동)
725,별내1호점,031-573-9492,경기도 남양주시  별내3로92
726,"범어1,2,3동점",053-751-9492,대구광역시 수성구  상록로 45 (1층 범어동)
727,번동점,02-986-9494/02-986-9595,"서울특별시 강북구 번동 덕릉로126, 우일빌딩 1층"
728,백석1동점,031-908-3445,"경기도 고양시 일산동구  강석로 33, 104호(백석동, 대우IAAN)"
729,배방점,041-542-9294,충청남도 아산시 배방읍 모산로 136
730,배곧캠퍼스점,031-503-9494,경기도 시흥시  배곧1로 27-15
731,배곧신도시점,031-431-9294,경기도 시흥시  배곧4로30 배곧타운116호
732,방화역점,02-2666-9279,서울특별시 강서구 방화동 830-1 에어뷰오피스텔2 101호
733,방학1동점,02-955-9282,"서울특별시 도봉구  방학로 2길 77, 1층"
734,방이점,02-421-9492,서울특별시 송파구  가락로 267
735,방배4동점,02-591-9294,"서울특별시 서초구  방배로32길 8, 1층 (조일빌딩)"
736,방배2동점,02-522-2279,"서울특별시 서초구  방배천로 16길 11-18 , 1층"
737,방림양림점,062-653-9285,"광주광역시 남구  용대로 183번길 20, 1층"
738,반포1동점,02-517-9482,서울특별시 서초구 반포1동 745 금성빌딩 1층
739,반월점,031-222-9294,"경기도 화성시   효행로1265번길 17,  101호(반월동)"
740,민락점,031-851-9282,"경기도 의정부시  오목로 168,  산들마을 제동상가 104호"
741,민락광안1동점,051-751-9492,부산광역시 수영구 민락동 167-1번지
742,민락2지구점,031-852-9482,경기도 의정부시  용민로 249 골든타워 101호
743,미아1호점,02-982-8669,"서울특별시 강북구  삼양로24길 19 102동 1층 103호 (미아동, 현대성우아파트)"
744,미성점,02-865-9492,서울특별시 관악구  난우길43
745,미사수변점,031-794-9492,"경기도 하남시  미사강변중앙로 111번길 26, 1층"
746,미사1호점,031-795-9294,경기도 하남시  미사강변북로30번길 106 1층 (망월동)
747,문화신풍점,063-468-9482,전라북도 군산시 대학로 120-1
748,문정점,02-449-4542,서울특별시 송파구  동남로6길 41-10
749,문산점,031-953-6555,경기도 파주시 문산읍 독산로 31-1
750,문막점,033-735-9294,강원도 원주시 문막읍 왕건로 37
751,문래점,02-2633-9492,서울특별시 영등포구 선유로3길 10
752,문경새재점,054-571-9494,경상북도 문경시 문경읍 주흘1길 25
753,무주구천동점,063-322-7773,전라북도 무주군 설천면 구천동로 1050
754,무전북신점,055-645-0099,경상남도 통영시  여황로 399-4
755,무안읍점,061-453-9492,"전라남도 무안군 무안읍 불무로20,1층"
756,무안남악점,061-287-2999,전라남도 무안군 남악4로 50 111호 (골든스위트)
757,무실점,033-743-9294,"강원도 원주시  만대공원길 50, 111호"
758,목포이로점,061-278-9294,"전라남도 목포시  삼학로 331, 금호상가102호"
759,목포용해점,061-277-9294,전라남도 목포시  포미로10번길 8
760,목포연산북항점,061-274-9991,전라남도 목포시 산정동 1766-9
761,목천읍점,041-558-9294,충청남도 천안시 동남구 목천읍 신계리 422번지 동우상가 120호
762,목감점,031-411-3607,"경기도 시흥시  목감우회로 39, 118호"
763,목4동점,02-2061-9494,"서울특별시 양천구 목동중앙남로12,1층 (목동)"
764,모슬포점,064-794-8294,제주도 서귀포시 대정읍 하모중앙로32번길 17
765,명지국제신도시점,051-292-9482,부산광역시 강서구 명지동 3412-2 정우빌딩 2차 1층 114호
766,명일점,02-429-9492,서울특별시 강동구 명일동 342-1번지 105호
767,면목점,02-494-8279,서울특별시 중랑구 면목동 657-54
768,면목본동점,02-432-9218,서울특별시 중랑구 면목본동 412-1
769,매탄3동점,031-214-9277,경기도 수원시 영통구  인계로270번길 11-3
770,매탄1동점,031-212-9492,경기도 수원시 영통구  매여울로 49
771,매곡오치점,062-574-9295,"광주광역시 북구  매곡로 76, 1층(매곡동)"
772,망포점,031-203-9492,"경기도 수원시 영통구  영통로 127, 102호"
773,망원1동점,02-332-8292,"서울특별시 마포구  희우정로77, 상가동 102호"
774,망우본동점,02-2209-9294,"서울특별시 중랑구  용마산로 118길 63, 1층"
775,만수2호점,032-462-1589,인천광역시 남동구  만수서로21번길 4
776,만수1호점,032-468-8294,"인천광역시 남동구  장승로 14, 창대아트빌"
777,마포도화점,02-704-9492,"서울특별시 마포구  도화4길 23,  1층 102호(도화동)"
778,마석점,031-595-2255,경기도 남양주시 화도읍 마석우리 357-7
779,마산회원점,055-241-9285,"경상남도 창원시 마산회원구 회원동서로 10  1층 101호 (회원동, 중앙캐스빌)"
780,마산점,031-988-9296,경기도 김포시  김포한강 8로 162번길 10 (마산동)
781,마산월영점,055-222-9294,경상남도 창원시 마산합포 월영동 610-1
782,마산양덕점,055-294-9285,경상남도 창원시 마산회원구  양덕로 140
783,마산삼계점,055-232-9266,경상남도  창원시 마산회원 내서읍 삼계로 56
784,마산산호점,055-243-5092,경상남도 창원시 마산합포구  용마로 90 1층 104호
785,마산내서점,055-231-9926,경상남도 창원시 마산회원 내서읍 중리 337-1번지
786,마산구암점,055-292-9482,경상남도 창원시 마산회원  구암북1길 124
787,마두점,031-903-8485,"경기도 고양시 일산동구  강송로 181,  117호, 118호(마두동)"
788,마곡나루역점,02-6012-9294,"서울특별시 강서구 마곡서로 133 714동 101호(마곡동, 마곡엠밸리7단지)"
789,마곡1호점,02-2661-3343,"서울특별시 강서구  공항대로 140, 1205동 102-2호(마곡동, 마곡"
790,등촌3동점,02-3663-9492,"서울특별시  강서구  강서로56길 64,  1층 108, 109호(등촌동, 마곡루나플라체)"
791,등촌2동점,02-2642-9492,서울특별시 강서구  등촌로53길 13
792,둔촌2동점,02-476-9553,서울특별시 강동구  천호대로 198길 12 (둔촌동)
793,둔산갤러리아점,042-483-8292,"대전광역시 서구 둔산동 1088번지 1층 104, 105호"
794,둔내점,033-345-9259,강원도 횡성군 둔내면 고원로 433
795,동해천곡점,033-533-9496,강원도 동해시 천곡동 1052-22 102호
796,동해북삼점,033-522-6999,강원도 동해시 동회동  66-4 동보상가 나동 4호
797,동판교점,031-701-9293,경기도 성남시 분당구 삼평동 738번지  봇들마을 상가 에이동 105호
798,동탄영천점,031-378-9492,경기도 화성시  지산2길 26
799,동탄역점,031-372-9495,"경기도  화성시  동탄광역환승로 63,  동탄역 반도유보라 아이비파크 106동 115호"
800,동탄목동점,031-375-9242,"경기도 화성시  왕배산1길15,1층 전부호(목동)"
801,동탄8동점,031-373-9493,"경기도 화성시  동탄대로4길 17,  지1층 112호(장지동, 금호어울림레이크)"
802,동탄3동점,031-613-9489,"경기도 화성시  동탄원천로 289-10, 가상가동 101호 (능동, 동탄능동마을주공아파트)"
803,동탄1동점,031-613-9222,경기도 화성시 반송동 24-3
804,동춘점,032-817-8092,"인천광역시 연수구  봉재산로 36번안길 22,1층"
805,동천용강점,054-775-9294,"경상북도 경주시  동천로 39,1층 (동천동)"
806,동암점,032-425-9289,인천광역시 부평구 십정동 487-2번지
807,동송점,033-455-9494,"강원도 철원군 동송읍 금학로 205, 1층"
808,동서오동점,055-247-9494,경상남도 창원시 마산합포  3.15대로 388
809,동산반월점,063-212-9258,전라북도 전주시 덕진구  쪽구름로 19 상가 1동 101호
810,동삭센트럴점,031-691-9982,"경기도 평택시  상서재로5길 15, 1층 118호 (동삭동, 상가)"
811,동백점,031-274-9492,"경기도 용인시 기흥구  동백3로 11번길 33, 106호"
812,동대문역점,02-765-9294,"서울특별시 종로구  종로 326, 1층(창신동)"
813,동광오거리점,033-254-9494,"강원도 춘천시  삭주로 206-1, 1층(후평동)"
814,독산3동점,02-859-9492,서울특별시 금천구  문성로 4
815,독산1동점,02-803-5008,"서울특별시 금천구  벚꽃로 40, 114동 128호"
816,독립문점,02-312-9492,"서울특별시 서대문구  독립문로 16, 1층(영천동)"
817,"도화2,3동점",032-873-9555,인천광역시 미추홀구  송림로251 창조프라자105호
818,도안가수원점,042-542-8292,"대전광역시 서구  원도안로 100, 101호"
819,도림점,02-846-9595,서울특별시 영등포구 도림동 144-73번지
820,도련봉개점,064-723-9295,"제주특별자치도 제주시  삼봉로 115,  상가동 104호(도련일동, 미듬하나로맨션)"
821,도남점,064-724-6144,제주특별자치도 제주시  신성로 70(도남동)
822,도곡2동점,02-572-9294,"서울특별시 강남구 논현로34길20,1층 101호(도곡동)"
823,덕진금암점,063-274-9244,전라북도 전주시덕진구  조경단로 59
824,덕정점,031-858-8892,경기도 양주시  고암길 154-12
825,대화점,031-911-9492,경기도 고양시 일산서구  강성로214번길 16-10
826,대학동점,02-875-9294,"서울특별시 관악구  호암로22길 37, 1층(신림동)"
827,대치2동점,02-554-9492,서울특별시 강남구 대치2동 990-3
828,"대치1,4동점",02-557-8292,"서울특별시 강남구  삼성로 229, 104호"
829,대천해수욕장점,041-931-8292,"충청남도 보령시  해수욕장6길 124, 102호"
830,대조점,02-387-9482,"서울특별시  은평구 대조동 역말로 145, 1층(대조동)"
831,대전학하지구점,042-822-9495,"대전광역시 유성구  학하서로121번길163, 101호"
832,대전태평점,042-527-0982/042-527-0992,대전광역시 중구 태평동 330-20번지
833,대전탄방점,042-488-9492,"대전광역시 서구 문정로122번길 14, 1층(탄방동 859)"
834,대전전민점,042-867-9294,"대전광역시 유성구 전민로38번길 50, 1층"
835,대전월평1호점,042-482-9277,대전광역시 서구 월평동 670
836,대전우송대점,042-628-9294,"대전광역시 동구  동대전로131번길14, 1층 (자양동)"
837,대전송강테크노점,042-936-8292,"대전광영시 유성구 테크노3로 77, 1층 101호"
838,대전상대점,042-822-9244,"대전광역시 유성구  상대동로2번길 67-6, 1층"
839,대전법동점,042-633-9295,대전광역시 대덕구  계족산로17번길 93
840,대전반석점,042-823-9492,대전광역시 유성구 반석동 624-2
841,대전문화점,042-585-9294,"대전광역시 중구 천근로 20, 1층 (문화동)"
842,대전만년점,042-489-9492,대전광역시 서구  만년남로 3번길 8-12
843,대전둔산1호점,042-485-9255,대전광역시 서구  문정로 170번길 157
844,대전도마점,042-537-9492,대전광역시 서구  도솔4길 37 1층
845,대전노은점,042-823-9295,"대전광역시 유성구  은구비서로 17, 1층"
846,대전괴정점,042-538-9482,대전광역시 서구  가장로 32
847,대전관저점,042-543-9494,대전광역시 서구  관저동로99번길5 (관저동)
848,대전갈마2동점,042-533-7918,"대전광역시 서구  대덕대로 115, 1층"
849,대전가오점,042-283-9282,대전광역시 동구 가오동 461번지
850,대연2호점,051-611-9284,부산광역시 남구  용소로40번길 19(대연동)
851,대성죽교점,061-242-9994,전라남도 목포시  양을로 1-2
852,대부도점,032-880-0492,경기도 안산시 단원구 대부북동 뻐꾹산길 126-11
853,대명1호점,053-621-1167/053-621-1187,대구광역시 남구  대명로 20길 22-2
854,대림1동점,02-832-9294,서울특별시 영등포구  디지털로 77길 2-6
855,대구황금점,053-761-9492,대구광역시 수성구 청수로31길 2 1층 (황금동)
856,대구화원점,053-639-9492,대구광역시 달성군 화원읍  천내리 118번지 창신맨션 상가 1동 2호
857,대구혁신점,053-962-2345,"대구광역시 동구  이노밸리로 46길 1,  1층 102호"
858,대구평리1호점,053-564-9494,대구광역시 서구 문화로 272(1층 평리동)
859,대구태전점,053-311-9291,대구광역시 북구  칠곡중앙대로53길 10
860,대구침산점,053-351-9492,대구광역시 북구  침산남로 19길 6
861,대구진천점,053-638-9279,"대구광역시 달서구  상화로 9길 9,1층"
862,대구지산점,053-781-9410,대구광역시 수성구 용학로 250
863,대구이곡점,053-588-9244,대구광역시 달서구  선원남로 74 1층
864,대구읍내점,053-314-8292,"대구광역시 북구  칠곡중앙대로118길 14,  1층 102호"
865,대구율하점,053-962-9294,대구광역시 동구  율하동로 25길 2 (신기동)
866,대구용산점,053-524-9494,대구광역시 달서구 용산동 용산로 186-7  1층
867,대구연경점,053-985-9294,대구광역시 동구 동화천로372 104호(지묘동)
868,대구신천점,053-746-9294,대구광역시 동구 신천3동 183-1번지
869,대구신암점,053-942-9282,"대구광역시 동구  동대구로 577,  303동 105호(신암동, 이안센트럴D)"
870,대구신매점,053-791-9492,대구광역시 수성구  고산로4안길 33-14
871,대구수성점,053-761-8292,대구광역시 수성구 수성로271
872,대구상인1호점,053-632-9492,대구광역시 달서구  상인로100-1
873,대구산격점,053-383-9998,"대구광역시 북구  동북로131,상가 106동 101호(양우내안애 아파트)"
874,대구봉덕점,053-473-9494,대구광역시 남구  중앙대로22길 155
875,대구복현점,053-939-9494,대구광역시 북구 복현동 249-8
876,대구범어4만촌3점,053-744-2822,대구광역시 수성구  범어로18길 56
877,대구방촌점,053-248-9494,"대구광역시 동구  방촌로 125, 101동111호 굽네치킨 (방촌동)"
878,대구반야월점,053-965-9492,"대구광역시 동구  반야월북로 220 1층 101, 102호 (각산동)"
879,대구메트로점,053-741-9221,대구광역시 수성구 만촌동 962-15
880,대구매호점,053-792-9494,"대구광역시 수성구 달구벌대로637길 22-3 101동 1층 점포2호 (매호동, 매호리첸시아아파트)"
881,대구두류점,053-657-2792,대구광역시 달서구  두류공원로 261-1 1층
882,대구동천점,053-311-2892,"대구광역시 북구  팔거천동로 34길 16, 1층"
883,대구대현점,053-959-9494,대구광역시 북구  대현로 106
884,대구대봉점,053-424-8294,"대구광역시 중구  대봉로 268, 1층"
885,대구대곡점,053-636-9492,대구광역시 달서구 갈밭로50 103호(대곡동)
886,대구다사점,053-581-9477,대구광역시 달성군 다사읍 대실역북로 78
887,대구구지점,053-611-9294,"대구광역시 달성군  구지면 국가산단대로 68길 21, 1층 굽네치킨"
888,대구구암점,053-325-9981,"대구광역시 북구  구암로49길 13 , 1층"
889,대구교대점,053-263-9494,"대구광역시 남구  중앙대로 199, 1층"
890,대구관음점,053-321-9985,대구광역시 북구 관음동 600-2번지
891,대광점,031-834-9554,경기도 연천군 신서면 도신리 290-20
892,당하점,032-564-9235,"인천광역시 서구 마전동 1054-6, 103호"
893,당진신평점,041-363-9482,충청남도 당진시  거산3거리길 70
894,당진송악점,041-356-9249,충청남도 당진시 송악읍 가학리 632-8 대림e-편한세상 상가 206호
895,당산2동점,02-6080-9494,서울특별시 영등포구  국회대로29길 16
896,답십리1동점,02-2216-9992,"서울특별시 동대문구  전농로 57, 1층"
897,담양점,061-383-9294,"전라남도 담양군 담양읍 미리산길 46 상가동 103호, 104호(담양백동엘에이치2단지)"
898,단계점,033-733-8892,강원도 원주시  봉화로 48 1층
899,다산신도시1호점,031-563-9090,"경기도 남양주시  다산중앙로20번길 10-18,  102호(다산동)"
900,다산도농점,031-558-8877,"경기도 남양주시  도농로중촌2길 26-21, 1층(다산동)"
901,다대2동점,051-265-0292,"부산광역시 사하구  다대로429번길 12,  상가동 119호(다대동, 삼환아파트)"
902,능곡점,031-971-9492/042-527-0992,경기도 고양시 덕양구  지도로 35번길 12-22
903,농소2호점,052-294-9922,울산광역시 북구  천곡길 191
904,논현고잔1호점,032-421-9492,"인천광역시 남동구  논고개로136번길 12, 1층"
905,논현1동점,02-543-9492,"서울특별시 강남구  학동로6길 3, 1층(논현동)"
906,녹번점,02-359-9492,"서울특별시 은평구  서오릉로 6,  1층 102호(녹번동, 거장카운티)"
907,내포신도시1호점,041-635-9492/041-635-9493,"충청남도 홍성군 홍북면 상하천로 31, 117호"
908,내수점,043-212-0292,"충청북도 청주시 청원구 내수읍 청암로 37,104호"
909,내손포일점,031-423-0919,"경기도 의왕시  봇들로 60 102호 굽네치킨 내손포일점 (포일동)	"
910,내방농성점,062-363-9492,광주광역시 서구  월산로 257
911,내덕우암점,043-225-9492,충청북도 청주시 청원구  중앙로 191-2
912,내당중리점,053-562-9294,대구광역시 서구  평리로286
913,남지읍점,055-526-0209,경상남도 창녕군 남지읍 663-26
914,남원점,063-636-9253,전라북도 남원시  옥정2길 13
915,남원2호점,063-632-9294,전라북도 남원시  충정로 320
916,남양주진접점,031-572-9294,경기도 남양주시 진접읍 장현로 131
917,남양주월산점,031-559-9491,"경기도 남양주시 화도읍 경춘로2290번길 3,상가1동102호"
918,남양주와부1호점,031-576-7557,"경기도 남양주시 와부읍 수레로 88, 105호 (강산빌딩)"
919,남양주오남점,031-527-9492,경기도 남양주시 오남읍 130번지 102호
920,남양주사능점,031-527-9294/02-2607-9961,경기도 남양주시 진건읍 진건오남로 105번길 15
921,남양가음점,055-266-9294,경상남도 창원시 성산구 가양로 108 1층 일부호 (남양동)
922,남산대신점,053-253-9294,대구광역시 중구 남산동 2267-20(중구 명덕로 91-1)
923,남가좌1호점,02-304-9492,서울특별시 서대문구  가재울로4길 57-2(남가좌동)
924,나주혁신도시점,061-335-0012,전라남도 나주시 상야3길 8 중흥S클래스 메가티움 2차 131호 (빛가람동)
925,나주남평점,061-331-9294,"전남 나주시 남평읍 강변1길 21-6, 102호"
926,나운2호점,063-465-9492,"전라북도 군산시  부곡1길 39, 상가동 1층 108호"
927,김해활천점,055-336-0096,경상남도 김해시 어방동 319-11
928,김해진영점,055-342-0799,경상남도 김해시 진영읍 장등로 30
929,김해주촌점,055-339-9482,"경상남도  김해시  주촌면  선천남로 123, 1층"
930,김해장유점,055-312-9994,경상남도 김해시 삼문로59번길 6
931,김해율하점,055-326-9294,"경상남도 김해시 율하3로 107 101, 102호(관동동)"
932,김해율하2지구점,055-326-9282,경상남도 김해시  율하7로 21
933,김해외동점,055-322-9949,경상남도 김해시 외동  1242-2 1층
934,김해삼방점,055-338-0989,경상남도 김해시  삼안로 169
935,김해삼계점,055-332-9994,경상남도 김해시 해반천로130번길 33 탑클라우드 1층 101호 (삼계동)
936,김해부원점,055-327-9492,경상남도 김해시  김해대로2371번길 8-25
937,김해동장유점,055-312-9285,경상남도 김해시  월산로111-43
938,김해내동점,055-337-9959,"경상남도 김해시 금관대로1265번길 2, 1층(내동)"
939,김해구산대성점,055-337-9292,경상남도 김해시 구산동 555번지 106호
940,김포풍무점,031-981-9482,경기도 김포시 풍무동 425번지 102호
941,김포장기점,031-984-0550,경기도 김포시 장기동 1636번지 고창마을 제일풍경채상가동 102호
942,김천혁신도시점,054-432-9288,"경북 김천시   혁신6로 63, 2동 108호"
943,김천1호점,054-435-9492,경상북도 김천시  신음새동네2길 31
944,김제점,063-545-9482,전라북도 김제시  요촌중길45 (요촌동 585-3)
945,길음1동점,02-941-8295,"서울특별시 성북구  길음로 74, 2-107"
946,길동점,02-475-8294,"서울특별시 강동구 천중로 208 1층 101호 (길동, 더힐스빌)"
947,금호1가응봉점,02-2296-6464,서울특별시 성동구 금호동1가 1801-2 1층
948,금촌점,031-949-9339,경기도 파주시  새꽃로 96번지
949,금촌3동점,031-949-9998,"경기도 파주시 아동동 경의로 1833, 1층일부"
950,금정점,031-452-9288/031-452-9289,경기도 군포시 오금로 145 1층 일부 (금정동)
951,금왕점,043-878-9492,"충청북도 음성군 금왕읍 탑골길 12, 제1동  103호"
952,금산읍점,041-751-9282,충청남도 금산군 금산읍 비단로 329
953,금당왕지점,061-726-9494,전라남도 순천시 해룡면 조례못등길 70
954,금광2동점,031-743-8292,경기도 성남시 중원구  금빛로 61번길 11
955,귀인평안점,031-385-9229,"경기도 안양시 동안구  귀인로190번길 61-3,  1층(평촌동 917-5)"
956,권선2동점,031-898-9293,경기도 수원시 권선구 권선동 1259-8번지
957,군포당동점,031-346-9992,경기도 군포시  고산로264번길 13
958,군자점,02-466-9492,서울특별시 광진구  군자로 168
959,군산조촌점,063-452-9492,"전라북도 군산시  번영로 86 상가 101동 101호  (경장동, 오르빌아파트)"
960,군산나운점,063-468-9481,전라북도 군산시  대학로 316 1층
961,구의2동점,02-452-9492,"서울특별시 광진구  자양로 287, 1층(구의동)"
962,구의1동점,02-6085-9844,"서울특별시 광진구  자양로 173, 1층"
963,구월점,032-473-9200,인천광역시 남동구  독점로3번길 30-6
964,구영천상점,052-245-9995,울산광역시 울주군 범서읍 구영리 802-22번지
965,구미확장단지점,054-476-9294,경상북도 구미시 산동읍 신당1로 3길 17-7  1동 1층 104호
966,구미형곡점,054-455-9294,경상북도 구미시  형곡동로 70
967,구미인동점,054-472-9259,경상북도 구미시  인동16길 24-4
968,구미송정원평점,054-443-9494,경상북도 구미시 신시로14길 50
969,구미상모사곡점,054-464-9499,"경상북도 구미시 상사동로 106,1층"
970,구미봉곡점,054-604-9492,"경상북도 구미시 봉곡동 봉곡남로9길 7, 1층 101호"
971,구미문성점,054-444-9482,"경상북도 구미시 고아읍 들성로 7길 19, 1층"
972,구미도량점,054-443-9285,경상북도 구미시 야은로 413
973,구미1동점,031-711-9296,경기도 성남시 분당구  미금일로 75
974,구리교문점,031-552-9050/031-552-9051,경기도 구리시 교문동 757-1번지
975,구룡포점,054-276-9992,경상북도 포항시 남구 구룡포읍 호미로 253-2
976,구로디지털점,02-867-9494,서울특별시 구로구  디지털로27가길 5-1 1층(구로동)
977,구로5동점,02-858-9294,서울특별시 구로구  구로중앙로28길 31
978,구래1호점,031-996-9294,"경기도  김포시  김포한강 9로 12번길 97-14, 101호"
979,괴안범박점,032-341-9492,경기도 부천시 소사구 괴안동 242-10번지
980,광탄점,031-946-5292,경기도 파주시 광탄면 혜음로 1122 1층
981,광주효천점,062-675-9279,"광주광역시 남구  효우2로26번길 18,1층 108호"
982,광주화정점,062-384-9288,광주광역시 서구 화정동 827-20
983,광주학동점,062-234-9494,광주광역시 동구  의재로 54
984,광주하남점,062-954-9494,"광주광역시 광산구  용아로379번길 10,  1층(하남동)"
985,광주풍암점,062-653-9492,"광주광역시 서구  풍암신암로 38, 1층(풍암동)"
986,광주태전점,031-768-9294,"경기도 광주시  고불로 82, 103호(태전동)"
987,광주첨단점,062-972-9492,광주광역시 광산구  월계로 92-1
988,광주진월점,062-675-9492,광주광역시 남구  금당로 12-1
989,광주중흥점,062-527-9294,광주광역시 북구  우치로 27번길 26
990,광주주월점,062-676-9299,광주광역시 남구  회서로 11번길 13
991,광주장지점,031-766-9294,경기도 광주시  순암로 83
992,광주일곡점,062-576-9494,광주광역시 북구  일곡택지로 55
993,광주월산점,062-368-8292,광주광역시 서구  화정로 258-1(화정동)1층
994,광주운암점,062-430-9294,광주광역시 북구 서강로66번길 38 1층 (운암동)
995,광주운남점,062-951-9255,광주광역시 광산구  임방울대로 142-14
996,광주용봉점,062-525-9294,"광주광역시 북구 서암대로 74-1, 103호"
997,광주양산점,062-574-9494,"광주광역시  북구  양산택지로 89,  2층 201호(본촌동)"
998,광주수완점,062-955-9492,"광주광역시 광산구  장신로 62, 1층 104호"
999,광주송정점,031-764-9482,경기도 광주시 송정동 110-8번지
1000,광주송정도산점,062-945-9285,광주광역시 광산구 남동길 48번길 53
1001,광주선운점,062-943-9294,광주광역시 광산구  동곡로 735 선운타워 113
1002,광주상무점,062-373-9288,광주광역시 서구  치평동 1168
1003,광주봉선점,062-653-9288,광주광역시 남구 봉선동 1011-6번지
1004,광주백운점,062-672-9492/062-672-9294,"광주광역시 남구 백운로 29, 1층"
1005,광주문흥점,062-264-9492,"광주광역시 북구 천지인로 173번길 22, A-102(문흥동,광명상가)"
1006,광주두암점,062-261-9494,"광주광역시 북구  삼정로 71, 104호"
1007,광주동천동림점,062-513-4321,광주광역시 서구  동천로 8 (1층) 동천동
1008,광주금호점,062-372-9477,"광주광역시 서구   화개1로 31, 상가동 102호, 103호"
1009,광주계림금남로점,062-236-3339,"광주광역시 동구  제봉로 212번길 7, 1층(대인동 315-7)"
1010,광정점,031-391-9492,경기도 군포시 산본동 산본로432번길 4
1011,광장점,02-455-0707,서울특별시 광진구  아차산로 70길 75 광장현대아파트
1012,광양중마점,061-791-9494,"전라남도 광양시  공영로 10, 상가동 102호중 2호(중동, 금광1차아파트)"
1013,광양광영점,061-795-9294,전라남도 광양시  광영로 83
1014,"광안2,4동점",051-759-9492,부산광역시 수영구 광안동 168-7번지
1015,"광명3,4동점",02-2616-9295,경기도 광명시 광명동 158-321
1016,광교도청점,031-215-9492,"경기도 수원시 영통구 센트럴타운로 111, 104호(이의동, 광교스타힐스 오피스텔)"
1017,광교1호점,031-217-9492,"경기도 용인시 수지구  광교마을로 41,  신대프라자 1층 102호"
1018,"관교,구월2호점",032-424-9295,"인천광역시 남동구  인주대로 524,  가동 1층 일부호(구월동)"
1019,과천1호점,02-503-9294,"경기도 과천시  별양로 12, 레미안슈르A상가 1011호"
1020,공주중동점,041-853-9294,"충청남도 공주시  가구점길 3, 1층"
1021,공주신관점,041-854-9294,"충청남도 공주시  흑수골길 48, 1층"
1022,공릉2동점,02-949-9294,"서울특별시 노원구  노원로 62, 101호"
1023,"공릉1,3동점",02-978-2070,서울특별시 노원구 공릉동 573-20
1024,공도2호점,031-691-9294,경기도 안성시 공도읍 만정리 814-1
1025,공덕점,02-716-9292,"서울특별시 마포구  만리재로 74,  삼성레미안 상가1동 111호"
1026,곤지암점,031-798-9294,경기도 광주시 곤지암읍 평촌길 60
1027,곡성점,061-362-9286,전라남도 곡성군 곡성읍 읍내리 250-8
